movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female,overview
218,10000000,en,11.341505,1981-06-25,106,Medium,85300000,1,0,1,1,4,1981,6,0,25,74205073,0,1,1,1,0,1,0,0,4,2,2,0,0,5,1,0,0,0,1,1,1,39846344,,638641,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment."
219,0,sv,2.972928,1980-08-22,107,Medium,5010362,0,0,1,0,9,1980,8,1,22,-33273015,0,3,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Stig-Helmer and Ole Bramserud on a trip to the Canary Islands for Christmas.
207,0,en,3.14325,1992-05-08,105,Medium,1543112,1,0,1,1,5,1992,5,0,8,21757736,0,1,1,1,0,0,0,0,5,8,1,0,0,0,0,0,0,1,1,1,0,183316455,,,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,7,0,0,3,0,0,0,0,0,1,0,1,0,0,0,"Following a series of drug deals and murders, three criminals -- Fantasia, Ray Malcolm and Pluto -- travel from Los Angeles to Houston, finally arriving in a small Arkansas town to go into hiding. Two detectives from the LAPD, who are already on the case, contact the town's sheriff, Dale Dixon, to alert him of the fugitives' presence in the area. Underestimating Dixon, the criminals have no idea what they are about to face."
208,15000000,en,7.024227,1995-06-30,92,Short,66000000,1,1,1,1,8,1995,6,0,30,74205073,0,3,2,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,1,,,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,2,1,1,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,"Power up with six incredible teens who out-maneuver and defeat evil everywhere as the Mighty Morphin Power Ranger, But this time the Power Rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen."
209,0,en,8.096719,1994-04-22,96,Medium,4352094,1,0,1,1,5,1994,4,0,22,-28405871,0,3,3,1,1,0,0,0,5,3,3,5,3,0,0,0,0,0,1,1,0,17092453,17336370,,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,A lonely teenage horror-movie fan discovers a mysterious computer game that uses hypnosis to custom-tailor the game into the most terrifying experience imaginable. When he emerges from the hypnotic trance he is horrified to find evidence that the brutal murder depicted in the game actually happened -- and he's the killer.
210,100000000,en,8.140709,2004-03-05,136,Large,108103450,1,0,1,1,3,2004,3,0,5,-7149862,0,3,2,1,0,0,0,0,3,14,3,0,0,7,2,0,1,0,1,0,0,926287400,,11576431,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,7,27,12,5,3,6,14,17,10,1,0,0,0,1,0,0,0,0,0,0,0,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world..."
213,0,en,2.011108,1993-08-27,95,Medium,3418141,1,0,1,1,8,1993,8,1,27,-33273015,0,1,1,1,0,0,0,0,8,9,5,4,4,0,0,0,1,1,1,0,0,505000000,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Deadbeat dad kidnaps his kids from the bus to an abusive foster home and they go on a run. The cops are after them, they bicker constantly and his idea of a way out is grim, yet this dangerous ride might just turn them into a family."
216,35000000,en,7.321172,2013-02-07,111,Medium,173965010,1,1,1,1,0,2013,2,0,7,-15309317,0,3,1,1,0,0,0,0,0,21,13,10,4,17,7,0,1,0,1,0,1,231411584,105610124,266728738,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,2,13,2,1,0,8,1,1,2,1,0,0,1,0,0,0,3,0,0,0,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman."
217,35000000,ja,6.493765,2014-08-08,90,Short,83061158,0,1,1,1,1,2014,8,1,8,-33273015,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?"
221,12000000,zh,7.216103,2009-04-22,132,Large,10652498,0,1,1,0,8,2009,4,0,22,-28405871,0,5,2,1,0,0,0,1,8,0,0,0,0,0,0,0,1,0,1,0,0,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"City of Life and Death takes place in 1937, during the height of the Second Sino-Japanese War. The Imperial Japanese Army has just captured the then-capital of the Republic of China, Nanjing. What followed was known as the Nanking Massacre, or the Rape of Nanking, a period of several weeks wherein tens of thousands of Chinese soldiers and civilians were killed."
222,0,en,8.358541,1992-11-13,97,Medium,754935,1,0,1,1,2,1992,11,0,13,31944703,0,2,1,1,0,0,0,0,2,0,0,3,2,7,1,1,0,1,0,1,0,,9697739,119500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Unlucky in love, chemist Paul Matthews visits gypsy Madame Rosa for help. Quickly realizing he is a hopeless nerd, she gifts him with Love Potion No. 8, which makes anyone who wears it irresistible to the opposite sex for four hours. Paul and animal psychologist coworker Diane Farrow decide to test it on themselves. The awkward pair suddenly find themselves alluring to anyone they approach, but soon realize they are most attracted to each other."
1059,0,en,13.311827,1988-10-01,102,Medium,1108462,1,0,1,1,6,1988,10,1,1,-28659422,0,2,1,1,0,0,0,0,6,2,2,2,2,2,0,1,0,1,0,1,0,73326666,,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids."
1078,20000000,en,3.782547,1980-08-08,96,Medium,22471595,1,0,1,1,5,1980,8,1,8,-33273015,0,1,1,1,0,0,0,0,5,1,1,3,0,1,1,1,0,0,0,1,0,,4371000,22490039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,1,1,0,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,A beautiful muse inspires an artist and his older friend to convert a dilapidated auditorium into a lavish rollerskating club.
1096,58000000,en,14.686036,1995-11-16,130,Large,352194034,1,1,1,1,15,1995,11,0,16,31944703,0,2,2,1,0,1,1,0,15,4,2,3,2,0,0,0,0,1,1,1,0,11000000,178051587,,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,7,2,1,2,2,3,6,8,2,4,0,0,0,1,0,0,0,3,1,0,0,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.
223,5000000,en,1.608163,2010-06-04,98,Medium,31649,1,1,1,1,3,2010,6,0,4,74205073,0,,1,1,0,0,0,0,3,13,3,0,0,19,4,1,0,0,0,0,1,415252786,,125212904,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,6,2,0,1,0,0,0,1,0,1,0,0,0,0,0,"For Tobe, a nerdy, horny, frizzy-haired cineaste who doesn't quite fit in with the average contemporary teen, the pinnacle of womanhood is Monica Velour (Kim Cattrall), a soft-core actress who reached the zenith of her career in the 1980s. When Tobe learns that his love idol is headlining hundreds of miles away at the Gentlemen's Petting Zoo in Indiana, he drives off with carefree glory—in his grandfather's (Brian Dennehy) used Weinermobile, no less—filled with the hope of meeting her."
224,49000000,en,16.628427,1992-03-20,127,Large,352927224,1,1,1,1,33,1992,3,0,20,-7149862,0,3,2,1,0,0,0,0,33,8,4,8,5,4,1,0,1,0,1,0,1,320145693,261317921,50000000,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,3,1,2,1,0,5,2,0,1,1,0,0,1,1,0,0,0,0,0,0,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved."
225,0,en,0.410738,2016-05-01,53,Short,500,1,1,1,0,3,2016,5,0,1,21757736,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,,0,,,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Netflix presents standup and two-time Last Comic Standing finalist Gary Gulman. Titled It’s About Time, the tour marks Gulman’s 20th year in comedy and stops at the Bowery Ballroom in New York."
226,0,en,11.478361,2003-03-22,110,Medium,6585516,1,0,1,1,5,2003,3,0,22,-7149862,0,7,4,1,0,0,0,0,5,4,4,3,3,8,8,0,0,0,1,1,1,117487473,926287400,82150642,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,0,7,2,0,2,0,0,0,1,0,0,0,2,0,0,0,"After getting threatened by Kelly's friends and family, Constable Fitzpatrick places the blame on Ned Kelly and exaggerates what happened. With the biggest ever award available, Kelly and his gang set into the wild, to remain hidden from everyone who seeks them. Even if it means having his family arrested, the Kelly Gang stay hidden and plan a way to get their names cleared."
227,50000000,en,7.668829,2011-02-24,105,Medium,28931401,1,1,1,1,10,2011,2,0,24,-15309317,0,5,1,1,0,0,0,0,10,36,11,8,5,14,4,0,1,0,1,0,1,457363168,102391382,1004558444,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,5,11,9,2,6,2,10,10,7,2,0,0,0,1,0,0,0,1,0,0,0,"Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with Piper, a sexy, tough-as-nails waitress with a 69 Charger, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult."
228,7500000,en,8.593196,2009-10-29,100,Medium,26096852,1,1,1,1,12,2009,10,1,29,-28659422,0,1,2,1,0,0,0,0,12,4,4,7,3,12,6,1,1,0,0,0,1,214104620,459359555,96889998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age."
229,6244087,en,11.722424,1969-06-17,145,Large,638641,1,0,1,1,12,1969,6,0,17,74205073,0,1,1,1,0,0,1,0,12,4,1,3,1,4,1,0,0,0,1,1,1,41744718,3788000,50100000,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,9,2,3,3,1,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties"
230,14000000,en,1.596058,1995-03-31,139,Large,2474000,1,0,1,1,5,1995,3,0,31,-7149862,0,2,1,1,0,0,0,0,5,10,5,4,3,2,2,0,1,1,1,0,0,153518974,21706101,223664608,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocracy subjugates an increasingly restless peasantry. In Paris, he becomes smitten with cultured artist Maria Cosway, but, when his daughter visits from Virginia accompanied by her attractive slave, Sally Hemings, Jefferson's attentions are diverted."
231,110000000,en,7.825072,2004-06-16,120,Large,72178895,1,0,1,1,8,2004,6,0,16,74205073,1,7,4,1,1,0,0,0,8,16,4,3,2,2,2,0,0,1,1,1,0,347325802,7897645,3897799,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,8,21,7,5,5,6,30,18,10,5,1,0,0,2,0,0,0,2,0,0,0,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days."
232,800000,en,0.941994,1993-10-08,114,Medium,1001437,1,0,1,1,1,1993,10,1,8,-28659422,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past."
246,19000000,en,9.106146,2008-10-16,109,Medium,18755936,1,1,1,1,17,2008,10,1,16,-28659422,0,3,1,1,0,0,0,0,17,3,2,3,3,1,1,0,1,0,1,0,1,,117719158,121463226,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,8,1,2,0,9,3,0,3,0,0,0,1,0,0,0,3,0,0,0,A high school senior drives cross-country with his best friends to hook up with a babe he met online.
250,7920000,en,11.162277,1978-10-06,140,Large,14560084,1,0,1,1,4,1978,10,1,6,-28659422,0,2,1,1,1,0,0,0,4,6,2,2,1,0,0,0,0,0,1,0,1,60000000,33395426,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?"
254,0,ru,0.241287,2012-11-29,95,Medium,30292,0,0,1,0,2,2012,11,0,29,31944703,0,,1,0,0,1,0,0,2,0,0,1,0,0,0,,1,,,0,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Based on a play about a female dancer who finds her inspiration in the dirt markets of Delhi
258,1000000,en,1.157582,1956-11-15,89,Short,9000000,1,0,1,1,1,1956,11,0,15,31944703,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,,122700000,,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,4,1,0,3,2,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,Elvis Prestley's first film is a Civil War drama.
260,24554,en,0.154526,1998-09-12,95,Medium,140021,1,0,1,1,0,1998,9,1,12,-37667937,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14683921,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A young female terrorist goes on a suicide assassination mission, but her resolve to complete it is put to the test."
233,0,en,3.74133,2013-10-04,93,Short,2225098,1,0,1,0,0,2013,10,1,4,-28659422,0,3,2,1,0,0,0,0,0,27,9,5,2,21,2,0,1,0,1,0,1,933959197,1025491110,920100000,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,2,0,1,3,0,1,0,1,0,1,0,1,0,0,0,0,0,"Nick and Meg Burrows return to Paris, the city where they honeymooned, to celebrate their 30th wedding anniversary and rediscover some romance in their long-lived marriage. The film follows the couple as long-established tensions in their marriage break out in humorous and often painful ways."
234,0,en,0.492745,2009-02-04,101,Medium,206728,1,0,1,0,1,2009,2,0,4,-15309317,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"An unsentimental elegy to the American West, Sweetgrass follows the last modern-day cowboys to lead their flocks of sheep up into Montana's breathtaking and often dangerous Absaroka-Beartooth mountains for summer pasture. This astonishingly beautiful reveals a world in which nature and culture, animals and humans, vulnerability and violence are all intimately meshed."
235,30000000,en,21.791111,2016-10-15,140,Large,8574339,1,1,1,1,13,2016,10,1,15,-28659422,0,6,2,1,0,0,1,0,13,6,2,10,4,9,4,0,0,1,1,1,0,173013509,709827462,36606743,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,9,5,16,2,7,4,11,9,5,2,0,0,0,1,0,0,0,1,0,0,0,"At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment, which views indigenous populations as savages, the determined Fawcett, supported by his devoted wife, son, and aide-de-camp, returns to his beloved jungle in an attempt to prove his case."
236,0,en,6.183051,2007-02-09,94,Medium,27297451,1,1,1,1,3,2007,2,0,9,-15309317,0,2,1,1,0,0,1,0,3,0,0,0,0,5,0,0,1,1,1,0,0,,,21621000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,1,0,2,1,0,6,0,0,0,0,0,0,0,1,0,0,0,"Two siblings begin to develop special talents after they find a mysterious box of toys, and soon their parents and even their teacher are drawn into a strange new world – and find a task ahead of them that is far more important than any of them could imagine."
237,15000000,en,3.450402,1996-08-16,87,Short,5600000,1,0,1,0,6,1996,8,1,16,-33273015,0,3,1,1,0,0,1,0,6,3,3,4,2,0,0,0,1,1,1,0,0,6,8247943,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,6,2,1,0,3,3,2,5,1,0,0,2,1,0,0,1,0,0,0,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current."
238,0,es,0.619347,1978-09-14,95,Medium,1622164,0,0,1,0,7,1978,9,1,14,-37667937,0,2,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,1,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"A catalan manufacturer of intercoms travels to Madrid, accompanied by his mistress, to attend a hunt that he has organized. Its main purpose is to mix with people of high society to improve their business. All seems well until the owner of the farm shows full authority over James, who is the real organizer of the meeting. The celebration is diverse characters who live next to absurd situations."
239,22000000,en,11.945397,1990-07-12,127,Large,505000000,1,0,1,1,7,1990,7,0,12,40981593,0,1,1,1,0,0,0,0,7,5,2,4,1,1,1,0,1,1,1,0,0,213954274,37803872,,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6,4,12,7,2,3,1,5,8,12,1,1,0,0,1,0,1,0,3,0,0,0,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons."
240,20000000,en,5.270187,2002-12-13,118,Medium,57588485,1,0,1,1,6,2002,12,1,13,32322910,0,1,1,1,0,0,0,0,6,1,1,3,3,4,4,0,1,0,1,0,1,9902115,61141030,90383208,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,5,1,0,2,0,0,0,0,0,0,0,1,0,0,1,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top."
241,0,en,2.592927,1997-10-08,102,Medium,5790448,1,0,1,1,7,1997,10,1,8,-28659422,0,2,1,1,0,0,0,0,7,14,4,3,1,4,2,0,0,1,1,1,0,137298489,,81452156,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,8,2,0,1,0,0,0,0,0,0,0,2,0,0,0,"Two corrupt cops have a successful, seemingly perfect money making scheme- they sell drugs that they seize from dealers, kill the dealers, and blame the crimes on street gangs. Their scheme is going along smoothly until they kill an undercover DEA agent posing as a dealer, and then try to cover-up their crime."
242,70000000,en,6.660309,2013-06-13,88,Short,18662027,1,1,1,1,0,2013,6,0,13,74205073,0,2,2,1,0,0,0,0,0,1,1,30,3,20,4,1,0,0,0,1,1,18663238,333000000,549368315,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,4,0,3,3,0,4,7,2,3,0,0,0,0,1,0,0,0,0,0,0,"Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City."
282,30000000,en,14.811958,2012-04-12,95,Medium,66486080,1,1,1,1,8,2012,4,0,12,-28405871,0,2,1,1,0,0,0,1,8,2,2,3,3,0,0,1,0,1,0,1,0,163403799,46488,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,7,15,7,2,5,0,8,12,4,2,0,0,2,1,0,1,0,5,1,0,0,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods."
285,7000000,en,7.45279,2012-09-20,109,Medium,48126384,1,0,1,1,7,2012,9,1,20,-37667937,0,7,1,1,0,0,1,0,7,13,4,15,8,1,1,0,0,1,1,1,0,147332697,202466756,73762516,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4,9,7,1,6,1,15,14,2,1,1,0,0,1,0,1,0,2,0,0,0,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.
1115,17000000,en,10.250997,2011-09-02,105,Medium,12355798,1,0,1,1,1,2011,9,1,2,-37667937,0,6,1,1,0,0,0,0,1,37,9,16,7,10,3,0,0,1,1,1,0,457363168,62172050,195745823,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,7,3,2,1,11,9,0,3,0,0,0,1,1,0,0,4,0,0,0,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score."
243,0,ja,12.653798,2009-08-01,114,Medium,80768,0,1,1,0,6,2009,8,1,1,-33273015,0,2,1,1,0,0,0,1,6,1,1,0,0,0,0,0,0,1,0,0,0,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Kenji is your typical teenage misfit. He’s good at math, bad with girls, and spends most of his time out hanging out in the all-powerful online community known as OZ. His second life is the only life he has – until the girl of his dreams, Natsuki, hijacks him for a starring role as a fake fiancé at her family reunion. Things only get stranger from there. A late-night email containing a cryptic mathematic riddle leads to the unleashing of a rogue AI intent on using the virtual world of OZ to destroy the real world. As Armageddon looms on the horizon, Kenji and his new “family” set aside their differences and band together to save the worlds they inhabit in this ""near-perfect blend of social satire and science fiction."""
244,0,en,8.416802,1995-11-02,103,Medium,17519169,1,0,1,1,6,1995,11,0,2,31944703,0,3,1,1,0,0,1,0,6,4,2,10,4,10,3,1,0,1,0,1,0,116700000,36489888,119500000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,2,1,0,4,1,0,2,0,0,0,1,2,1,0,2,0,0,0,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics."
245,0,en,2.738421,1979-04-26,96,Medium,43885000,1,0,1,1,6,1979,4,0,26,-28405871,0,2,1,1,0,0,0,0,6,0,0,0,0,2,1,0,1,0,1,0,1,,,28460702,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,"Dracula and Renefield relocate to 70's era New York in search of Cindy Sondheim (the reincarnation of Dracula's one true love, Mina Harker). ""Trouble adjusting"" is a wild understatement for the Count as he battles Cindy's psychiatrist, Jeffrey Rosenberg (a descendant of Van Helsing who changed his name for professional reasons?), who may almost certainly, possibly, may be in love with Cindy too."
